x0,y0,x1,y1,label,detected,frame
1074,502,1132,534,2,1,457
837,298,882,325,4,1,457
883,283,914,308,6,1,457
508,509,584,569,11,1,457
456,406,492,447,13,1,457
343,339,389,368,14,1,457
927,257,964,281,15,1,457
419,511,477,560,16,1,457
524,425,533,447,5,1,457
365,624,440,681,17,1,457
292,611,365,673,18,1,457
488,337,628,482,19,1,457
185,291,203,329,9,0,457
576,389,626,500,1,0,457
1075,502,1131,534,2,1,458
837,298,881,324,4,1,458
883,283,914,308,6,1,458
510,508,585,567,11,1,458
454,405,492,446,13,1,458
341,338,386,367,14,1,458
926,257,963,281,15,1,458
422,509,477,558,16,1,458
524,426,533,447,5,1,458
367,623,443,679,17,1,458
294,610,369,670,18,1,458
486,338,629,480,19,1,458
183,291,201,329,9,0,458
576,388,627,501,1,0,458
1075,502,1131,534,2,1,459
838,299,881,325,4,1,459
883,284,914,308,6,1,459
510,507,587,565,11,1,459
451,404,492,444,13,1,459
337,337,384,366,14,1,459
925,257,962,282,15,1,459
423,509,480,557,16,1,459
523,426,533,447,5,1,459
368,622,445,679,17,1,459
297,607,374,668,18,1,459
484,338,626,477,19,1,459
182,291,198,330,9,0,459
576,387,627,501,1,0,459
1075,502,1131,534,2,1,460
838,299,881,325,4,1,460
883,284,914,308,6,1,460
511,506,591,565,11,1,460
451,401,490,443,13,1,460
334,336,382,365,14,1,460
923,258,961,282,15,1,460
425,507,481,556,16,1,460
523,426,533,447,5,1,460
372,618,445,677,17,1,460
301,603,375,665,18,1,460
484,337,626,477,19,1,460
180,292,196,330,9,0,460
576,387,627,501,1,0,460
1075,502,1131,534,2,1,461
838,299,881,326,4,1,461
883,284,914,308,6,1,461
512,505,591,565,11,1,461
448,401,490,441,13,1,461
332,335,380,364,14,1,461
923,257,959,282,15,1,461
426,505,483,555,16,1,461
523,426,534,447,5,1,461
373,617,447,676,17,1,461
303,602,378,662,18,1,461
179,292,194,331,9,0,461
577,386,627,502,1,0,461
482,335,626,477,19,0,461
1075,503,1131,535,2,1,462
837,299,882,326,4,1,462
883,284,914,308,6,1,462
512,504,593,564,11,1,462
448,400,489,440,13,1,462
330,334,377,363,14,1,462
922,257,959,282,15,1,462
428,504,484,552,16,1,462
523,426,533,448,5,1,462
373,616,448,675,17,1,462
305,599,381,658,18,1,462
482,334,626,478,19,1,462
177,292,191,331,9,0,462
577,385,627,502,1,0,462
1075,503,1131,535,2,1,463
837,298,882,325,4,1,463
882,284,913,308,6,1,463
514,503,593,563,11,1,463
447,399,489,439,13,1,463
327,334,374,362,14,1,463
921,257,959,282,15,1,463
430,502,485,550,16,1,463
523,426,533,448,5,1,463
373,616,452,673,17,1,463
309,597,384,655,18,1,463
265,688,341,719,21,1,463
480,334,627,477,19,1,463
176,292,189,332,9,0,463
577,385,627,502,1,0,463
1075,503,1131,536,2,1,464
837,298,882,325,4,1,464
882,284,913,308,6,1,464
515,502,594,562,11,1,464
447,398,487,439,13,1,464
325,333,372,361,14,1,464
920,257,959,282,15,1,464
432,501,486,549,16,1,464
523,426,534,449,5,1,464
374,615,454,672,17,1,464
312,595,388,653,18,1,464
266,686,344,719,21,1,464
479,335,627,478,19,1,464
174,293,187,333,9,0,464
578,384,627,503,1,0,464
1074,503,1132,536,2,1,465
837,298,882,325,4,1,465
882,284,913,308,6,1,465
517,500,594,560,11,1,465
447,396,487,437,13,1,465
322,333,369,360,14,1,465
919,258,959,282,15,1,465
433,499,487,547,16,1,465
523,426,534,449,5,1,465
376,614,456,672,17,1,465
317,594,391,651,18,1,465
267,684,347,718,21,1,465
478,335,626,476,19,1,465
173,293,184,333,9,0,465
578,384,627,503,1,0,465
1074,503,1132,536,2,1,466
838,298,882,324,4,1,466
882,284,913,308,6,1,466
518,499,594,559,11,1,466
446,395,486,435,13,1,466
320,331,366,360,14,1,466
919,258,956,283,15,1,466
435,497,487,546,16,1,466
523,426,533,449,5,1,466
379,611,457,671,17,1,466
320,592,395,649,18,1,466
262,683,352,718,21,1,466
476,334,627,475,19,1,466
171,294,182,334,9,0,466
578,383,627,504,1,0,466
1074,502,1132,535,2,1,467
838,298,881,324,4,1,467
883,284,913,308,6,1,467
520,497,596,557,11,1,467
444,394,485,434,13,1,467
318,330,362,359,14,1,467
918,259,956,284,15,1,467
436,496,488,544,16,1,467
523,426,533,449,5,1,467
383,610,458,670,17,1,467
327,590,396,648,18,1,467
262,682,353,718,21,1,467
474,333,628,474,19,1,467
170,294,179,335,9,0,467
579,383,627,504,1,0,467
1075,503,1131,535,2,1,468
838,298,881,324,4,1,468
883,284,913,308,6,1,468
521,496,597,555,11,1,468
444,393,484,432,13,1,468
314,329,360,358,14,1,468
916,259,955,285,15,1,468
438,494,488,542,16,1,468
523,426,534,449,5,1,468
385,609,460,669,17,1,468
330,587,403,644,18,1,468
262,681,357,718,21,1,468
470,332,630,470,19,1,468
168,294,177,335,9,0,468
579,383,627,505,1,0,468
1075,503,1131,535,2,1,469
838,298,881,324,4,1,469
884,284,914,308,6,1,469
522,496,597,555,11,1,469
442,392,482,432,13,1,469
310,328,357,357,14,1,469
915,259,955,286,15,1,469
439,492,489,540,16,1,469
524,426,534,449,5,1,469
387,609,461,668,17,1,469
335,584,408,642,18,1,469
266,680,360,717,21,1,469
469,332,628,466,19,1,469
167,295,174,336,9,0,469
579,382,627,505,1,0,469
1075,503,1131,536,2,1,470
838,299,881,325,4,1,470
884,284,914,308,6,1,470
524,495,598,555,11,1,470
442,390,481,431,13,1,470
308,327,355,354,14,1,470
913,259,954,286,15,1,470
440,489,489,538,16,1,470
524,426,534,449,5,1,470
388,609,462,667,17,1,470
336,582,413,639,18,1,470
270,678,361,717,21,1,470
468,335,626,459,19,1,470
166,295,172,337,9,0,470
579,382,627,506,1,0,470
1074,503,1132,536,2,1,471
838,299,881,325,4,1,471
884,284,914,309,6,1,471
524,494,600,554,11,1,471
439,389,481,429,13,1,471
307,327,353,354,14,1,471
913,259,952,286,15,1,471
440,487,491,536,16,1,471
524,426,534,449,5,1,471
391,608,463,666,17,1,471
342,580,415,637,18,1,471
274,677,362,717,21,1,471
164,296,170,338,9,0,471
580,382,627,507,1,0,471
465,333,627,457,19,0,471
1074,503,1132,536,2,1,472
838,299,881,326,4,1,472
883,284,914,309,6,1,472
526,493,601,553,11,1,472
439,389,480,428,13,1,472
305,325,348,353,14,1,472
911,259,950,286,15,1,472
443,486,490,535,16,1,472
524,425,534,449,5,1,472
393,607,464,665,17,1,472
346,578,417,634,18,1,472
278,676,364,717,21,1,472
163,296,167,339,9,0,472
580,381,627,507,1,0,472
462,330,628,455,19,0,472
1074,503,1132,536,2,1,473
837,299,882,326,4,1,473
883,284,914,309,6,1,473
527,493,602,553,11,1,473
436,388,480,427,13,1,473
302,324,344,353,14,1,473
910,259,948,287,15,1,473
445,484,491,533,16,1,473
524,425,534,449,5,1,473
393,605,466,663,17,1,473
348,576,418,632,18,1,473
278,674,366,717,21,1,473
161,297,165,340,9,0,473
580,381,627,508,1,0,473
458,327,630,454,19,0,473
1074,503,1132,536,2,1,474
837,299,882,326,4,1,474
882,284,914,309,6,1,474
528,491,602,550,11,1,474
435,388,479,426,13,1,474
297,324,342,352,14,1,474
909,259,947,286,15,1,474
446,482,493,530,16,1,474
524,425,534,449,5,1,474
394,604,468,661,17,1,474
351,574,423,630,18,1,474
280,672,368,717,21,1,474
160,298,162,340,9,0,474
581,381,627,509,1,0,474
455,325,631,452,19,0,474
1074,503,1132,536,2,1,475
837,299,882,326,4,1,475
882,284,913,309,6,1,475
528,491,603,549,11,1,475
433,386,478,423,13,1,475
296,323,340,351,14,1,475
907,258,947,286,15,1,475
447,481,492,528,16,1,475
524,425,534,449,5,1,475
396,603,469,660,17,1,475
355,572,426,627,18,1,475
283,671,371,717,21,1,475
462,330,569,405,24,1,475
159,298,160,341,9,0,475
581,381,627,509,1,0,475
451,321,632,450,19,0,475
1074,502,1132,536,2,1,476
837,299,882,326,4,1,476
882,284,913,309,6,1,476
530,490,603,548,11,1,476
433,384,476,422,13,1,476
294,323,338,350,14,1,476
905,258,946,286,15,1,476
448,479,494,525,16,1,476
523,426,534,449,5,1,476
396,602,471,659,17,1,476
360,570,427,625,18,1,476
282,669,374,716,21,1,476
460,330,625,458,19,1,476
157,299,157,342,9,0,476
581,380,627,510,1,0,476
461,330,569,405,24,0,476
1074,502,1132,536,2,1,477
837,299,882,326,4,1,477
882,284,914,309,6,1,477
531,490,603,547,11,1,477
432,383,475,421,13,1,477
292,322,335,349,14,1,477
904,258,945,286,15,1,477
449,478,495,523,16,1,477
524,425,534,449,5,1,477
398,603,472,658,17,1,477
361,568,431,624,18,1,477
282,667,376,716,21,1,477
376,580,456,645,25,1,477
156,300,155,343,9,0,477
582,380,627,511,1,0,477
461,329,570,405,24,0,477
457,329,626,458,19,0,477
1074,502,1132,536,2,1,478
837,299,882,326,4,1,478
882,284,914,309,6,1,478
532,489,604,546,11,1,478
432,382,474,419,13,1,478
290,321,332,348,14,1,478
903,260,944,287,15,1,478
450,477,495,522,16,1,478
524,425,534,449,5,1,478
401,602,473,656,17,1,478
364,564,433,622,18,1,478
284,666,378,717,21,1,478
457,328,627,456,19,1,478
155,300,152,344,9,0,478
582,380,627,512,1,0,478
460,329,570,406,24,0,478
376,580,457,645,25,0,478
1074,502,1132,536,2,1,479
837,299,882,326,4,1,479
881,284,913,309,6,1,479
532,489,605,545,11,1,479
430,381,473,418,13,1,479
287,320,330,346,14,1,479
902,261,943,287,15,1,479
450,474,495,520,16,1,479
523,425,535,449,5,1,479
402,603,476,655,17,1,479
366,561,438,620,18,1,479
285,665,380,717,21,1,479
452,325,620,445,19,1,479
153,301,150,345,9,0,479
582,380,627,512,1,0,479
459,328,571,406,24,0,479
375,580,457,645,25,0,479
1074,502,1132,536,2,1,480
837,298,882,326,4,1,480
881,284,913,309,6,1,480
533,489,605,543,11,1,480
429,379,472,416,13,1,480
283,319,326,346,14,1,480
901,261,942,288,15,1,480
452,473,496,519,16,1,480
523,425,535,449,5,1,480
403,602,477,654,17,1,480
369,559,440,617,18,1,480
289,664,380,716,21,1,480
450,323,614,440,19,1,480
623,461,636,486,26,1,480
152,302,147,346,9,0,480
583,380,627,513,1,0,480
459,328,571,406,24,0,480
375,579,457,645,25,0,480
1074,502,1132,536,2,1,481
837,298,882,326,4,1,481
881,284,913,309,6,1,481
536,488,605,543,11,1,481
427,378,471,414,13,1,481
280,318,324,345,14,1,481
900,262,942,288,15,1,481
454,472,496,517,16,1,481
524,425,534,449,5,1,481
405,600,478,653,17,1,481
372,558,444,615,18,1,481
292,662,382,717,21,1,481
449,324,619,441,19,1,481
623,461,636,485,26,1,481
151,303,145,347,9,0,481
583,380,627,514,1,0,481
458,328,572,407,24,0,481
374,579,458,646,25,0,481
1074,502,1132,536,2,1,482
837,298,882,326,4,1,482
881,284,913,309,6,1,482
537,486,605,542,11,1,482
425,377,469,414,13,1,482
279,318,321,343,14,1,482
899,262,941,288,15,1,482
454,471,496,516,16,1,482
524,425,534,449,5,1,482
407,597,480,651,17,1,482
376,555,445,611,18,1,482
294,661,384,717,21,1,482
448,323,606,438,19,1,482
622,460,635,485,26,1,482
149,303,143,349,9,0,482
584,380,627,515,1,0,482
458,327,572,407,24,0,482
374,579,458,646,25,0,482
1074,502,1132,536,2,1,483
837,298,882,326,4,1,483
881,284,914,309,6,1,483
538,485,606,541,11,1,483
424,376,468,413,13,1,483
277,317,319,342,14,1,483
898,262,940,289,15,1,483
455,468,497,514,16,1,483
524,425,534,448,5,1,483
408,596,485,651,17,1,483
379,553,447,609,18,1,483
296,659,386,717,21,1,483
622,460,635,486,26,1,483
447,326,559,413,24,1,483
148,304,140,350,9,0,483
584,380,627,516,1,0,483
374,578,459,646,25,0,483
445,321,604,436,19,0,483
1074,502,1132,536,2,1,484
837,298,882,326,4,1,484
881,284,914,309,6,1,484
539,483,606,540,11,1,484
422,377,469,412,13,1,484
273,317,316,342,14,1,484
897,262,940,290,15,1,484
455,466,498,511,16,1,484
523,425,533,448,5,1,484
411,595,487,650,17,1,484
382,551,450,607,18,1,484
296,657,390,717,21,1,484
622,460,635,486,26,1,484
444,322,590,432,19,1,484
147,305,138,351,9,0,484
584,380,627,517,1,0,484
373,578,459,647,25,0,484
443,325,558,415,24,0,484
1074,502,1132,536,2,1,485
837,298,882,326,4,1,485
881,285,914,309,6,1,485
540,482,608,539,11,1,485
423,376,466,412,13,1,485
272,315,311,341,14,1,485
896,262,940,290,15,1,485
456,465,498,509,16,1,485
523,425,533,448,5,1,485
413,593,489,649,17,1,485
384,549,453,605,18,1,485
295,655,390,717,21,1,485
622,460,636,486,26,1,485
444,324,559,410,24,1,485
146,306,135,352,9,0,485
585,380,627,518,1,0,485
373,578,459,647,25,0,485
439,320,586,430,19,0,485
1074,502,1132,536,2,1,486
837,298,882,326,4,1,486
882,285,914,309,6,1,486
542,481,607,538,11,1,486
420,375,466,411,13,1,486
268,314,310,341,14,1,486
895,262,939,290,15,1,486
457,464,499,507,16,1,486
523,425,533,448,5,1,486
415,591,489,648,17,1,486
388,548,457,602,18,1,486
300,654,391,717,21,1,486
622,460,636,486,26,1,486
442,325,554,402,24,1,486
144,307,133,353,9,0,486
585,380,627,519,1,0,486
372,577,460,647,25,0,486
434,317,583,429,19,0,486
1074,502,1132,536,2,1,487
837,298,882,326,4,1,487
881,285,915,309,6,1,487
543,480,609,536,11,1,487
418,375,464,411,13,1,487
265,313,307,338,14,1,487
892,262,938,290,15,1,487
457,463,498,506,16,1,487
523,425,533,448,5,1,487
416,590,492,646,17,1,487
392,546,457,600,18,1,487
302,652,393,717,21,1,487
623,460,635,485,26,1,487
439,322,601,431,19,1,487
143,308,130,354,9,0,487
585,380,627,520,1,0,487
372,577,460,648,25,0,487
440,323,551,400,24,0,487
1074,502,1132,535,2,1,488
837,298,882,326,4,1,488
882,284,915,308,6,1,488
544,480,608,535,11,1,488
415,375,463,410,13,1,488
265,311,302,336,14,1,488
893,262,936,290,15,1,488
458,460,498,504,16,1,488
523,425,533,448,5,1,488
418,588,492,644,17,1,488
393,544,462,598,18,1,488
304,651,395,716,21,1,488
623,460,636,485,26,1,488
440,322,610,436,19,1,488
142,309,127,356,9,0,488
586,380,627,521,1,0,488
372,577,461,648,25,0,488
437,321,550,398,24,0,488
1074,502,1132,535,2,1,489
837,298,882,326,4,1,489
882,282,918,308,6,1,489
545,479,610,534,11,1,489
415,374,462,408,13,1,489
263,310,301,335,14,1,489
891,262,935,290,15,1,489
457,459,499,502,16,1,489
523,425,533,448,5,1,489
417,587,493,644,17,1,489
397,542,465,597,18,1,489
305,649,396,716,21,1,489
623,461,636,485,26,1,489
439,322,609,436,19,1,489
586,381,627,522,1,0,489
371,576,461,648,25,0,489
433,318,548,396,24,0,489
1074,502,1132,535,2,1,490
837,298,882,326,4,1,490
882,281,919,308,6,1,490
546,478,611,533,11,1,490
414,372,460,407,13,1,490
261,308,298,334,14,1,490
890,262,934,293,15,1,490
458,458,498,501,16,1,490
523,426,534,449,5,1,490
418,586,494,642,17,1,490
398,541,467,595,18,1,490
307,647,398,716,21,1,490
623,461,635,485,26,1,490
437,322,611,437,19,1,490
586,381,627,523,1,0,490
371,576,461,649,25,0,490
430,314,546,393,24,0,490
1074,502,1132,535,2,1,491
837,298,882,326,4,1,491
882,280,921,308,6,1,491
548,477,610,533,11,1,491
410,371,459,406,13,1,491
256,309,295,333,14,1,491
889,263,933,294,15,1,491
459,455,497,499,16,1,491
523,426,534,449,5,1,491
420,585,496,641,17,1,491
401,539,470,592,18,1,491
308,646,400,715,21,1,491
622,461,635,486,26,1,491
433,321,602,429,19,1,491
587,381,627,525,1,0,491
370,576,462,649,25,0,491
426,311,544,390,24,0,491
1074,502,1132,535,2,1,492
837,298,882,325,4,1,492
882,279,922,308,6,1,492
549,476,611,532,11,1,492
409,370,457,405,13,1,492
256,308,291,333,14,1,492
887,263,933,295,15,1,492
459,453,497,498,16,1,492
523,427,533,449,5,1,492
421,585,500,639,17,1,492
405,537,470,590,18,1,492
308,645,403,715,21,1,492
623,460,635,485,26,1,492
432,321,608,433,19,1,492
587,381,626,526,1,0,492
370,575,462,649,25,0,492
422,307,542,387,24,0,492
1074,502,1132,535,2,1,493
838,298,880,325,4,1,493
551,476,611,532,11,1,493
406,370,456,404,13,1,493
252,308,291,333,14,1,493
885,263,929,302,15,1,493
458,452,498,497,16,1,493
523,427,534,448,5,1,493
424,584,500,637,17,1,493
407,535,474,588,18,1,493
310,644,406,715,21,1,493
623,460,635,485,26,1,493
431,321,606,431,19,1,493
588,382,626,527,1,0,493
370,575,463,650,25,0,493
418,303,539,384,24,0,493
882,279,923,308,6,0,493
1074,502,1132,535,2,1,494
837,298,881,325,4,1,494
551,475,613,531,11,1,494
405,369,454,403,13,1,494
250,308,289,332,14,1,494
883,263,929,305,15,1,494
459,451,498,495,16,1,494
524,427,533,448,5,1,494
427,583,502,637,17,1,494
410,533,477,586,18,1,494
312,644,407,715,21,1,494
622,459,635,485,26,1,494
430,321,604,429,19,1,494
588,382,626,528,1,0,494
369,575,463,650,25,0,494
414,299,537,380,24,0,494
882,278,924,308,6,0,494
1074,502,1132,535,2,1,495
837,298,881,326,4,1,495
552,475,613,531,11,1,495
404,369,452,402,13,1,495
248,307,286,332,14,1,495
881,264,929,306,15,1,495
460,450,498,493,16,1,495
524,427,533,448,5,1,495
429,582,504,636,17,1,495
414,529,477,583,18,1,495
316,643,408,714,21,1,495
622,459,636,485,26,1,495
419,552,490,616,28,1,495
588,382,626,530,1,0,495
369,575,463,650,25,0,495
410,294,534,376,24,0,495
883,277,925,308,6,0,495
428,321,605,429,19,0,495
1075,502,1131,535,2,1,496
838,297,881,325,4,1,496
551,475,614,530,11,1,496
402,368,450,400,13,1,496
246,305,284,331,14,1,496
881,264,927,306,15,1,496
460,448,499,492,16,1,496
524,427,534,448,5,1,496
431,582,509,634,17,1,496
417,527,479,580,18,1,496
319,641,410,713,21,1,496
622,459,636,485,26,1,496
423,552,492,617,28,1,496
589,383,626,531,1,0,496
368,574,464,651,25,0,496
406,289,531,372,24,0,496
883,277,926,307,6,0,496
425,320,606,430,19,0,496
1075,502,1131,535,2,1,497
838,297,880,325,4,1,497
553,474,613,528,11,1,497
400,367,448,399,13,1,497
243,304,281,330,14,1,497
881,265,926,306,15,1,497
460,447,499,491,16,1,497
525,427,533,448,5,1,497
433,581,507,633,17,1,497
419,527,482,580,18,1,497
320,640,411,712,21,1,497
621,459,636,485,26,1,497
589,383,626,532,1,0,497
368,574,464,651,25,0,497
401,284,529,368,24,0,497
884,276,927,307,6,0,497
423,319,607,430,19,0,497
425,552,493,618,28,0,497
1076,502,1131,535,2,1,498
837,297,881,325,4,1,498
554,474,614,526,11,1,498
398,366,446,398,13,1,498
240,303,278,329,14,1,498
880,265,924,306,15,1,498
461,446,498,490,16,1,498
524,427,534,448,5,1,498
434,579,506,632,17,1,498
420,526,485,576,18,1,498
322,639,412,711,21,1,498
621,459,635,486,26,1,498
424,321,605,430,19,1,498
368,574,465,651,25,0,498
396,278,526,363,24,0,498
884,275,928,307,6,0,498
427,553,493,619,28,0,498
1076,502,1131,535,2,1,499
837,297,881,325,4,1,499
555,472,614,524,11,1,499
397,365,445,397,13,1,499
237,302,276,327,14,1,499
880,265,923,306,15,1,499
461,445,498,489,16,1,499
525,427,533,448,5,1,499
435,577,507,631,17,1,499
424,524,485,574,18,1,499
325,639,413,710,21,1,499
621,459,635,486,26,1,499
422,321,607,432,19,1,499
367,573,465,652,25,0,499
391,273,522,358,24,0,499
885,275,929,306,6,0,499
429,553,494,620,28,0,499
1076,502,1131,535,2,1,500
837,297,881,325,4,1,500
557,471,614,523,11,1,500
394,364,445,397,13,1,500
236,301,273,326,14,1,500
879,265,922,305,15,1,500
461,444,498,486,16,1,500
524,427,534,448,5,1,500
436,575,509,629,17,1,500
425,522,488,572,18,1,500
327,638,414,709,21,1,500
621,459,635,486,26,1,500
421,320,607,431,19,1,500
367,573,465,652,25,0,500
387,266,519,353,24,0,500
885,274,931,306,6,0,500
431,553,495,621,28,0,500
1075,502,1130,535,2,1,501
837,297,881,325,4,1,501
558,470,614,521,11,1,501
393,364,442,396,13,1,501
236,300,270,325,14,1,501
879,265,921,305,15,1,501
463,442,496,485,16,1,501
525,426,533,448,5,1,501
438,574,510,628,17,1,501
428,520,489,570,18,1,501
328,636,416,706,21,1,501
621,459,635,486,26,1,501
423,318,604,431,19,1,501
419,320,605,429,29,1,501
366,573,466,652,25,0,501
381,260,516,347,24,0,501
886,273,932,305,6,0,501
434,554,496,622,28,0,501
1075,502,1130,535,2,1,502
838,297,881,326,4,1,502
558,469,615,520,11,1,502
391,363,441,395,13,1,502
234,299,269,325,14,1,502
879,265,920,304,15,1,502
462,440,497,483,16,1,502
525,426,533,447,5,1,502
438,572,512,627,17,1,502
429,518,492,568,18,1,502
329,635,417,704,21,1,502
622,459,635,486,26,1,502
423,318,603,429,19,1,502
418,320,605,428,29,1,502
366,572,466,653,25,0,502
376,254,512,341,24,0,502
887,272,933,305,6,0,502
436,554,497,623,28,0,502
1075,502,1130,535,2,1,503
837,297,881,326,4,1,503
559,467,616,519,11,1,503
390,363,439,394,13,1,503
234,298,267,324,14,1,503
878,264,919,304,15,1,503
462,439,496,482,16,1,503
525,425,534,447,5,1,503
440,572,511,627,17,1,503
433,516,492,565,18,1,503
330,634,419,703,21,1,503
621,459,635,486,26,1,503
419,318,602,428,19,1,503
418,319,604,427,29,1,503
366,572,467,653,25,0,503
371,247,509,335,24,0,503
888,272,935,304,6,0,503
439,554,498,624,28,0,503
1075,502,1130,535,2,1,504
838,297,881,325,4,1,504
559,466,617,518,11,1,504
389,362,437,393,13,1,504
233,297,265,323,14,1,504
877,264,918,304,15,1,504
461,438,497,481,16,1,504
524,425,534,447,5,1,504
443,571,513,626,17,1,504
436,514,493,563,18,1,504
332,634,419,701,21,1,504
621,459,634,486,26,1,504
417,319,601,427,19,1,504
416,318,603,426,29,1,504
365,572,467,653,25,0,504
365,239,505,329,24,0,504
888,271,936,304,6,0,504
442,555,500,625,28,0,504
1075,502,1130,535,2,1,505
838,297,881,325,4,1,505
561,464,619,517,11,1,505
388,360,435,392,13,1,505
228,297,264,323,14,1,505
877,264,918,304,15,1,505
462,437,495,479,16,1,505
524,425,534,447,5,1,505
444,570,515,625,17,1,505
439,512,497,559,18,1,505
334,633,422,700,21,1,505
621,460,635,486,26,1,505
422,319,597,427,19,1,505
415,317,600,426,29,1,505
365,571,467,653,25,0,505
360,232,501,322,24,0,505
889,270,937,303,6,0,505
445,555,501,626,28,0,505
1075,502,1130,535,2,1,506
838,296,882,325,4,1,506
562,463,620,517,11,1,506
384,359,435,390,13,1,506
224,298,262,321,14,1,506
875,264,918,303,15,1,506
462,436,496,478,16,1,506
524,425,533,447,5,1,506
446,568,517,624,17,1,506
442,511,497,558,18,1,506
337,632,422,699,21,1,506
621,459,635,486,26,1,506
364,571,468,654,25,0,506
354,224,497,315,24,0,506
890,269,939,302,6,0,506
448,556,502,627,28,0,506
420,319,597,427,19,0,506
413,316,599,426,29,0,506
1075,502,1130,535,2,1,507
837,296,882,325,4,1,507
563,462,623,517,11,1,507
383,358,432,389,13,1,507
219,297,257,320,14,1,507
874,263,917,302,15,1,507
462,435,496,477,16,1,507
524,425,534,447,5,1,507
448,566,520,621,17,1,507
444,509,501,558,18,1,507
338,631,425,697,21,1,507
621,459,636,486,26,1,507
364,571,468,654,25,0,507
348,216,492,308,24,0,507
891,268,941,302,6,0,507
451,556,504,629,28,0,507
418,318,598,427,19,0,507
410,314,598,426,29,0,507
1075,502,1130,535,2,1,508
837,296,882,325,4,1,508
563,461,625,516,11,1,508
381,357,430,389,13,1,508
217,297,254,320,14,1,508
873,263,917,302,15,1,508
462,433,497,475,16,1,508
524,425,534,447,5,1,508
450,566,522,620,17,1,508
446,507,502,556,18,1,508
339,629,427,695,21,1,508
621,459,636,486,26,1,508
364,570,469,654,25,0,508
342,208,488,300,24,0,508
892,267,942,301,6,0,508
454,557,505,630,28,0,508
417,317,598,428,19,0,508
407,313,597,425,29,0,508
1075,502,1130,535,2,1,509
837,296,882,325,4,1,509
565,461,622,515,11,1,509
378,357,430,388,13,1,509
215,296,251,319,14,1,509
873,264,916,301,15,1,509
462,432,497,474,16,1,509
525,425,535,447,5,1,509
452,565,523,618,17,1,509
447,505,505,554,18,1,509
341,628,428,693,21,1,509
620,459,635,486,26,1,509
363,570,469,655,25,0,509
335,200,484,293,24,0,509
893,266,944,300,6,0,509
457,558,507,631,28,0,509
415,317,599,428,19,0,509
404,311,595,425,29,0,509
1075,502,1130,536,2,1,510
837,296,882,326,4,1,510
566,460,623,514,11,1,510
377,357,428,388,13,1,510
214,295,248,318,14,1,510
872,265,915,301,15,1,510
462,430,498,472,16,1,510
454,563,523,618,17,1,510
450,502,504,550,18,1,510
342,628,430,691,21,1,510
620,459,635,486,26,1,510
363,570,469,655,25,0,510
329,191,479,285,24,0,510
894,265,945,300,6,0,510
461,558,509,633,28,0,510
413,316,599,428,19,0,510
401,310,594,425,29,0,510
525,425,535,448,5,0,510
1075,502,1130,536,2,1,511
837,297,881,326,4,1,511
566,459,627,513,11,1,511
375,356,426,387,13,1,511
213,294,245,318,14,1,511
871,266,914,302,15,1,511
462,429,497,472,16,1,511
455,562,524,617,17,1,511
453,498,504,549,18,1,511
343,627,431,690,21,1,511
620,459,635,486,26,1,511
525,425,535,447,5,1,511
362,569,470,655,25,0,511
323,182,474,276,24,0,511
895,264,947,299,6,0,511
464,559,510,634,28,0,511
412,315,600,429,19,0,511
398,308,592,424,29,0,511
1075,502,1130,536,2,1,512
838,297,881,326,4,1,512
567,459,630,512,11,1,512
373,355,423,386,13,1,512
211,292,244,317,14,1,512
870,266,913,303,15,1,512
463,427,495,471,16,1,512
457,560,525,615,17,1,512
454,496,505,548,18,1,512
344,625,432,689,21,1,512
620,459,635,486,26,1,512
525,425,535,447,5,1,512
362,569,470,656,25,0,512
316,172,469,268,24,0,512
896,263,949,298,6,0,512
468,560,512,635,28,0,512
410,315,600,429,19,0,512
394,307,589,424,29,0,512
1075,502,1130,536,2,1,513
838,297,881,326,4,1,513
569,458,627,512,11,1,513
371,354,422,385,13,1,513
209,292,242,316,14,1,513
868,267,914,303,15,1,513
462,426,495,470,16,1,513
458,558,527,614,17,1,513
455,495,506,546,18,1,513
345,623,434,689,21,1,513
620,459,635,486,26,1,513
525,425,535,447,5,1,513
362,569,471,656,25,0,513
309,163,464,259,24,0,513
898,262,951,297,6,0,513
472,561,514,637,28,0,513
408,314,601,430,19,0,513
390,305,587,423,29,0,513
1075,502,1130,536,2,1,514
837,297,882,326,4,1,514
567,457,631,510,11,1,514
368,353,419,384,13,1,514
208,292,240,316,14,1,514
868,267,913,303,15,1,514
462,425,495,467,16,1,514
460,557,529,613,17,1,514
457,493,507,543,18,1,514
345,621,437,688,21,1,514
621,459,635,485,26,1,514
524,426,535,448,5,1,514
361,568,471,656,25,0,514
302,153,459,250,24,0,514
899,261,953,296,6,0,514
476,562,516,638,28,0,514
407,314,602,430,19,0,514
386,303,584,423,29,0,514
1075,502,1130,536,2,1,515
837,297,883,326,4,1,515
569,455,631,509,11,1,515
367,352,417,383,13,1,515
205,290,239,315,14,1,515
866,267,914,303,15,1,515
462,423,494,466,16,1,515
461,556,532,612,17,1,515
459,490,507,541,18,1,515
346,619,438,687,21,1,515
621,459,636,485,26,1,515
524,426,535,448,5,1,515
361,568,471,657,25,0,515
295,142,454,240,24,0,515
900,259,955,296,6,0,515
480,562,518,640,28,0,515
405,313,602,431,19,0,515
382,301,582,422,29,0,515
1075,502,1130,536,2,1,516
838,297,882,326,4,1,516
568,453,634,507,11,1,516
365,351,417,383,13,1,516
